PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Nebraska,2019,46,X,2.68822,X,X,X,X,X,X,321,66,11941
States,Nevada,2019,46,X,3.33819,X,X,X,X,X,X,412,33,12342
States,New Hampshire,2019,46,X,0.418799,X,X,X,X,X,X,9,13,2149
States,New Jersey,2019,46,X,3.17628,X,X,X,X,X,X,993,41,31263
States,New Mexico,2019,46,X,2.52861,X,X,X,X,X,X,612,50,24203
States,New York,2019,46,X,1.37191,X,X,X,X,X,X,763,136,55616
States,North Carolina,2019,46,X,1.56414,X,X,X,X,X,X,1565,167,100055
States,North Dakota,2019,46,X,1.92653,X,X,X,X,X,X,75,16,3893
States,Ohio,2019,46,X,0.932317,X,X,X,X,X,X,181,52,19414
States,Oklahoma,2019,46,X,2.93991,X,X,X,X,X,X,274,28,9320
States,Oregon,2019,46,X,1.06827,X,X,X,X,X,X,443,95,41469
States,Pennsylvania,2019,46,X,1.48064,X,X,X,X,X,X,734,124,49573
States,Rhode Island,2019,46,X,0.459629,X,X,X,X,X,X,30,23,6527
States,South Carolina,2019,46,X,3.94737,X,X,X,X,X,X,351,26,8892
States,South Dakota,2019,46,X,1.17585,X,X,X,X,X,X,156,31,13267
States,Tennessee,2019,46,X,2.96013,X,X,X,X,X,X,1240,89,41890
States,Texas,2019,46,X,4.78979,X,X,X,X,X,X,1456,111,30398
States,Utah,2019,46,X,2.2681,X,X,X,X,X,X,390,51,17195
States,Vermont,2019,46,X,1.12664,X,X,X,X,X,X,54,17,4793
States,Virginia,2019,46,X,2.55936,X,X,X,X,X,X,2576,160,100650
States,Washington,2019,46,X,1.78561,X,X,X,X,X,X,310,58,17361
States,West Virginia,2019,46,X,1.3422,X,X,X,X,X,X,220,51,16391
States,Wisconsin,2019,46,X,1.39848,X,X,X,X,X,X,316,44,22596
States,Wyoming,2019,46,X,1.15771,X,X,X,X,X,X,53,20,4578
States,Commonwealth of the Northern Mariana Islands,2019,46,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,46,X,7.35398,X,X,X,X,X,X,311,9,4229
States,Virgin Islands,2019,46,X,0.873362,X,X,X,X,X,X,6,2,687
States,New York City,2019,46,X,2.37719,X,X,X,X,X,X,2318,71,97510
States,Alabama,2019,47,X,4.66176,X,X,X,X,X,X,2332,94,50024
States,Alaska,2019,47,X,2.01203,X,X,X,X,X,X,97,17,4821
States,Arizona,2019,47,X,1.81731,X,X,X,X,X,X,416,54,22891
States,Arkansas,2019,47,X,3.12874,X,X,X,X,X,X,183,16,5849
States,California,2019,47,X,2.39462,X,X,X,X,X,X,1531,120,63935
States,Colorado,2019,47,X,3.22949,X,X,X,X,X,X,1216,70,37653
States,Connecticut,2019,47,X,2.45252,X,X,X,X,X,X,1024,80,41753
States,Delaware,2019,47,X,0.142959,X,X,X,X,X,X,2,6,1399
States,District of Columbia,2019,47,X,2.14897,X,X,X,X,X,X,324,5,15077
States,Florida,2019,47,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,47,X,5.21838,X,X,X,X,X,X,3668,95,70290
States,Hawaii,2019,47,X,3.22474,X,X,X,X,X,X,98,19,3039
States,Idaho,2019,47,X,1.20482,X,X,X,X,X,X,18,7,1494
States,Illinois,2019,47,X,2.11059,X,X,X,X,X,X,1794,191,85000
States,Indiana,2019,47,X,1.41648,X,X,X,X,X,X,77,26,5436
States,Iowa,2019,47,X,0.918422,X,X,X,X,X,X,68,19,7404
States,Kansas,2019,47,X,1.42391,X,X,X,X,X,X,205,31,14397
States,Kentucky,2019,47,X,2.77164,X,X,X,X,X,X,364,39,13133
States,Louisiana,2019,47,X,11.0382,X,X,X,X,X,X,6576,100,59575
States,Maine,2019,47,X,1.22556,X,X,X,X,X,X,183,55,14932
States,Maryland,2019,47,X,2.19271,X,X,X,X,X,X,1121,72,51124
States,Massachusetts,2019,47,X,1.4374,X,X,X,X,X,X,879,76,61152
States,Michigan,2019,47,X,1.23582,X,X,X,X,X,X,304,82,24599
States,Minnesota,2019,47,X,2.72668,X,X,X,X,X,X,209,20,7665
States,Mississippi,2019,47,X,6.063,X,X,X,X,X,X,1151,47,18984
States,Missouri,2019,47,X,1.23077,X,X,X,X,X,X,44,15,3575
States,Montana,2019,47,X,1.18399,X,X,X,X,X,X,137,42,11571
States,Nebraska,2019,47,X,3.49316,X,X,X,X,X,X,467,67,13369
States,Nevada,2019,47,X,3.00172,X,X,X,X,X,X,385,33,12826
States,New Hampshire,2019,47,X,0.613228,X,X,X,X,X,X,14,13,2283
States,New Jersey,2019,47,X,2.93343,X,X,X,X,X,X,947,41,32283
States,New Mexico,2019,47,X,3.12916,X,X,X,X,X,X,799,51,25534
States,New York,2019,47,X,1.44615,X,X,X,X,X,X,826,135,57117
States,North Carolina,2019,47,X,1.68055,X,X,X,X,X,X,1751,166,104192
States,North Dakota,2019,47,X,1.89717,X,X,X,X,X,X,69,13,3637
States,Ohio,2019,47,X,1.0583,X,X,X,X,X,X,222,50,20977
States,Oklahoma,2019,47,X,2.95654,X,X,X,X,X,X,300,28,10147
States,Oregon,2019,47,X,1.85959,X,X,X,X,X,X,797,94,42859
States,Pennsylvania,2019,47,X,1.70089,X,X,X,X,X,X,903,129,53090
States,Rhode Island,2019,47,X,0.494382,X,X,X,X,X,X,33,23,6675
States,South Carolina,2019,47,X,3.97771,X,X,X,X,X,X,414,25,10408
States,South Dakota,2019,47,X,1.65146,X,X,X,X,X,X,190,32,11505
States,Tennessee,2019,47,X,3.82892,X,X,X,X,X,X,1649,83,43067
States,Texas,2019,47,X,6.49962,X,X,X,X,X,X,2114,114,32525
States,Utah,2019,47,X,2.50505,X,X,X,X,X,X,496,51,19800
States,Vermont,2019,47,X,0.872211,X,X,X,X,X,X,43,17,4930
States,Virginia,2019,47,X,2.88598,X,X,X,X,X,X,3005,160,104124
States,Washington,2019,47,X,2.69907,X,X,X,X,X,X,602,58,22304
States,West Virginia,2019,47,X,1.24365,X,X,X,X,X,X,208,50,16725
States,Wisconsin,2019,47,X,1.53852,X,X,X,X,X,X,417,48,27104
States,Wyoming,2019,47,X,1.07892,X,X,X,X,X,X,54,20,5005
States,Commonwealth of the Northern Mariana Islands,2019,47,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,47,X,6.61174,X,X,X,X,X,X,321,11,4855
States,Virgin Islands,2019,47,X,0.769231,X,X,X,X,X,X,5,2,650
States,New York City,2019,47,X,2.52914,X,X,X,X,X,X,2602,74,102881
States,Alabama,2019,48,X,4.70394,X,X,X,X,X,X,2048,98,43538
States,Alaska,2019,48,X,2.24646,X,X,X,X,X,X,103,18,4585
States,Arizona,2019,48,X,1.97064,X,X,X,X,X,X,294,53,14919
States,Arkansas,2019,48,X,3.65809,X,X,X,X,X,X,101,13,2761
States,California,2019,48,X,2.75574,X,X,X,X,X,X,1202,120,43618
States,Colorado,2019,48,X,3.70322,X,X,X,X,X,X,1132,70,30568
States,Connecticut,2019,48,X,2.61969,X,X,X,X,X,X,1015,78,38745
States,Delaware,2019,48,X,0.614125,X,X,X,X,X,X,6,7,977
States,District of Columbia,2019,48,X,2.63357,X,X,X,X,X,X,279,5,10594
States,Florida,2019,48,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,48,X,5.74121,X,X,X,X,X,X,4381,98,76308
States,Hawaii,2019,48,X,3.63959,X,X,X,X,X,X,82,18,2253
States,Idaho,2019,48,X,1.17532,X,X,X,X,X,X,12,8,1021
States,Illinois,2019,48,X,2.54323,X,X,X,X,X,X,1990,193,78247
States,Indiana,2019,48,X,2.14118,X,X,X,X,X,X,64,26,2989
States,Iowa,2019,48,X,1.51327,X,X,X,X,X,X,61,19,4031
States,Kansas,2019,48,X,1.81893,X,X,X,X,X,X,221,32,12150
States,Kentucky,2019,48,X,3.04802,X,X,X,X,X,X,344,44,11286
States,Louisiana,2019,48,X,9.93103,X,X,X,X,X,X,5342,101,53791
States,Maine,2019,48,X,1.19228,X,X,X,X,X,X,157,55,13168
States,Maryland,2019,48,X,2.8248,X,X,X,X,X,X,1300,73,46021
States,Massachusetts,2019,48,X,1.91389,X,X,X,X,X,X,961,76,50212
States,Michigan,2019,48,X,1.21021,X,X,X,X,X,X,273,83,22558
States,Minnesota,2019,48,X,4.05946,X,X,X,X,X,X,213,20,5247
States,Mississippi,2019,48,X,7.3034,X,X,X,X,X,X,1251,44,17129
States,Missouri,2019,48,X,0.695652,X,X,X,X,X,X,8,14,1150
States,Montana,2019,48,X,1.42826,X,X,X,X,X,X,130,42,9102
States,Nebraska,2019,48,X,5.18686,X,X,X,X,X,X,619,65,11934
States,Nevada,2019,48,X,3.63079,X,X,X,X,X,X,391,33,10769
States,New Hampshire,2019,48,X,0.677966,X,X,X,X,X,X,10,14,1475
States,New Jersey,2019,48,X,3.9026,X,X,X,X,X,X,1154,40,29570
States,New Mexico,2019,48,X,3.35036,X,X,X,X,X,X,656,51,19580
States,New York,2019,48,X,1.97264,X,X,X,X,X,X,998,135,50592
States,North Carolina,2019,48,X,1.85967,X,X,X,X,X,X,1705,159,91683
States,North Dakota,2019,48,X,2.97824,X,X,X,X,X,X,78,13,2619
States,Ohio,2019,48,X,1.0144,X,X,X,X,X,X,155,49,15280
States,Oklahoma,2019,48,X,3.80488,X,X,X,X,X,X,312,27,8200
States,Oregon,2019,48,X,2.09242,X,X,X,X,X,X,811,98,38759
States,Pennsylvania,2019,48,X,1.7945,X,X,X,X,X,X,795,126,44302
States,Rhode Island,2019,48,X,0.684095,X,X,X,X,X,X,28,23,4093
States,South Carolina,2019,48,X,4.59937,X,X,X,X,X,X,508,25,11045
States,South Dakota,2019,48,X,1.55816,X,X,X,X,X,X,146,32,9370
States,Tennessee,2019,48,X,5.24653,X,X,X,X,X,X,2092,86,39874
States,Texas,2019,48,X,7.33775,X,X,X,X,X,X,1783,117,24299
States,Utah,2019,48,X,3.8,X,X,X,X,X,X,608,51,16000
States,Vermont,2019,48,X,1.37931,X,X,X,X,X,X,54,17,3915
States,Virginia,2019,48,X,3.41112,X,X,X,X,X,X,3413,159,100055
States,Washington,2019,48,X,3.56457,X,X,X,X,X,X,427,58,11979
States,West Virginia,2019,48,X,1.21075,X,X,X,X,X,X,123,51,10159
States,Wisconsin,2019,48,X,1.73486,X,X,X,X,X,X,410,48,23633
States,Wyoming,2019,48,X,0.951132,X,X,X,X,X,X,29,20,3049
States,Commonwealth of the Northern Mariana Islands,2019,48,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,48,X,6.47349,X,X,X,X,X,X,315,12,4866
States,Virgin Islands,2019,48,X,1.15942,X,X,X,X,X,X,8,2,690
States,New York City,2019,48,X,3.12113,X,X,X,X,X,X,2895,76,92755
States,Alabama,2019,49,X,5.05257,X,X,X,X,X,X,2441,96,48312
States,Alaska,2019,49,X,2.44837,X,X,X,X,X,X,115,18,4697
States,Arizona,2019,49,X,2.07156,X,X,X,X,X,X,473,54,22833
States,Arkansas,2019,49,X,3.39666,X,X,X,X,X,X,177,15,5211
States,California,2019,49,X,2.72841,X,X,X,X,X,X,1695,124,62124
States,Colorado,2019,49,X,4.03004,X,X,X,X,X,X,1465,70,36352
States,Connecticut,2019,49,X,2.60224,X,X,X,X,X,X,1041,79,40004
States,Delaware,2019,49,X,0.353607,X,X,X,X,X,X,5,7,1414
States,District of Columbia,2019,49,X,1.56758,X,X,X,X,X,X,193,4,12312
States,Florida,2019,49,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,49,X,5.17043,X,X,X,X,X,X,4273,97,82643
States,Hawaii,2019,49,X,3.27759,X,X,X,X,X,X,98,19,2990
States,Idaho,2019,49,X,1.11257,X,X,X,X,X,X,17,6,1528
States,Illinois,2019,49,X,2.58934,X,X,X,X,X,X,2291,192,88478
States,Indiana,2019,49,X,2.41353,X,X,X,X,X,X,127,26,5262
States,Iowa,2019,49,X,1.12523,X,X,X,X,X,X,85,20,7554
States,Kansas,2019,49,X,2.21101,X,X,X,X,X,X,320,32,14473
States,Kentucky,2019,49,X,3.62949,X,X,X,X,X,X,509,43,14024
States,Louisiana,2019,49,X,7.98018,X,X,X,X,X,X,4316,100,54084
States,Maine,2019,49,X,1.54994,X,X,X,X,X,X,216,55,13936
States,Maryland,2019,49,X,2.76588,X,X,X,X,X,X,1421,74,51376
States,Massachusetts,2019,49,X,1.88156,X,X,X,X,X,X,1086,77,57718
States,Michigan,2019,49,X,1.45859,X,X,X,X,X,X,404,84,27698
States,Minnesota,2019,49,X,3.52987,X,X,X,X,X,X,273,20,7734
States,Mississippi,2019,49,X,5.20234,X,X,X,X,X,X,995,46,19126
States,Missouri,2019,49,X,1.10531,X,X,X,X,X,X,36,14,3257
States,Montana,2019,49,X,1.21029,X,X,X,X,X,X,136,42,11237
States,Nebraska,2019,49,X,4.84591,X,X,X,X,X,X,651,67,13434
States,Nevada,2019,49,X,2.81373,X,X,X,X,X,X,337,30,11977
States,New Hampshire,2019,49,X,0.645161,X,X,X,X,X,X,13,14,2015
States,New Jersey,2019,49,X,3.79468,X,X,X,X,X,X,1225,40,32282
States,New Mexico,2019,49,X,3.87798,X,X,X,X,X,X,956,51,24652
States,New York,2019,49,X,1.94173,X,X,X,X,X,X,1025,136,52788
States,North Carolina,2019,49,X,2.14632,X,X,X,X,X,X,2274,164,105949
States,North Dakota,2019,49,X,2.23377,X,X,X,X,X,X,86,14,3850
States,Ohio,2019,49,X,1.10549,X,X,X,X,X,X,223,51,20172
States,Oklahoma,2019,49,X,3.64786,X,X,X,X,X,X,375,28,10280
States,Oregon,2019,49,X,2.65171,X,X,X,X,X,X,1158,95,43670
States,Pennsylvania,2019,49,X,1.95223,X,X,X,X,X,X,913,116,46767
States,Rhode Island,2019,49,X,0.884189,X,X,X,X,X,X,51,23,5768
States,South Carolina,2019,49,X,4.93698,X,X,X,X,X,X,615,25,12457
States,South Dakota,2019,49,X,1.69157,X,X,X,X,X,X,197,32,11646
States,Tennessee,2019,49,X,5.53605,X,X,X,X,X,X,2491,88,44996
States,Texas,2019,49,X,6.09199,X,X,X,X,X,X,1894,110,31090
States,Utah,2019,49,X,2.46927,X,X,X,X,X,X,448,51,18143
States,Vermont,2019,49,X,1.31819,X,X,X,X,X,X,65,16,4931
States,Virginia,2019,49,X,3.53075,X,X,X,X,X,X,3717,161,105275
States,Washington,2019,49,X,4.35343,X,X,X,X,X,X,980,58,22511
States,West Virginia,2019,49,X,1.25597,X,X,X,X,X,X,213,51,16959
States,Wisconsin,2019,49,X,2.03612,X,X,X,X,X,X,557,47,27356
States,Wyoming,2019,49,X,1.45289,X,X,X,X,X,X,70,21,4818
States,Commonwealth of the Northern Mariana Islands,2019,49,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,49,X,5.1406,X,X,X,X,X,X,234,11,4552
States,Virgin Islands,2019,49,X,1.02639,X,X,X,X,X,X,7,2,682
States,New York City,2019,49,X,3.39352,X,X,X,X,X,X,3496,75,103020
States,Alabama,2019,50,X,5.58684,X,X,X,X,X,X,2728,97,48829
States,Alaska,2019,50,X,3.09021,X,X,X,X,X,X,161,18,5210
States,Arizona,2019,50,X,2.05616,X,X,X,X,X,X,465,54,22615
States,Arkansas,2019,50,X,4.79982,X,X,X,X,X,X,217,14,4521
States,California,2019,50,X,2.79067,X,X,X,X,X,X,1671,120,59878
States,Colorado,2019,50,X,4.62243,X,X,X,X,X,X,1635,70,35371
States,Connecticut,2019,50,X,2.68605,X,X,X,X,X,X,1094,79,40729
States,Delaware,2019,50,X,0.507614,X,X,X,X,X,X,7,7,1379
States,District of Columbia,2019,50,X,3.20978,X,X,X,X,X,X,478,5,14892
States,Florida,2019,50,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,50,X,6.62774,X,X,X,X,X,X,5585,100,84267
States,Hawaii,2019,50,X,3,X,X,X,X,X,X,84,18,2800
States,Idaho,2019,50,X,1.64908,X,X,X,X,X,X,25,8,1516
States,Illinois,2019,50,X,3.17586,X,X,X,X,X,X,2603,188,81962
States,Indiana,2019,50,X,2.94056,X,X,X,X,X,X,141,26,4795
States,Iowa,2019,50,X,1.2512,X,X,X,X,X,X,91,21,7273
States,Kansas,2019,50,X,3.3247,X,X,X,X,X,X,475,32,14287
States,Kentucky,2019,50,X,5.2698,X,X,X,X,X,X,668,43,12676
States,Louisiana,2019,50,X,7.41994,X,X,X,X,X,X,3707,95,49960
States,Maine,2019,50,X,1.69492,X,X,X,X,X,X,255,55,15045
States,Maryland,2019,50,X,3.41846,X,X,X,X,X,X,1684,73,49262
States,Massachusetts,2019,50,X,1.78126,X,X,X,X,X,X,1099,77,61698
States,Michigan,2019,50,X,1.71431,X,X,X,X,X,X,436,83,25433
States,Minnesota,2019,50,X,3.53594,X,X,X,X,X,X,242,19,6844
States,Mississippi,2019,50,X,5.78381,X,X,X,X,X,X,1022,44,17670
States,Missouri,2019,50,X,1.01124,X,X,X,X,X,X,27,14,2670
States,Montana,2019,50,X,1.31013,X,X,X,X,X,X,140,41,10686
States,Nebraska,2019,50,X,5.74106,X,X,X,X,X,X,772,66,13447
States,Nevada,2019,50,X,2.46154,X,X,X,X,X,X,288,32,11700
States,New Hampshire,2019,50,X,1.14521,X,X,X,X,X,X,25,13,2183
States,New Jersey,2019,50,X,3.89477,X,X,X,X,X,X,1285,41,32993
States,New Mexico,2019,50,X,4.97083,X,X,X,X,X,X,1227,50,24684
States,New York,2019,50,X,2.27668,X,X,X,X,X,X,1323,135,58111
States,North Carolina,2019,50,X,2.37515,X,X,X,X,X,X,2487,162,104709
States,North Dakota,2019,50,X,3.84914,X,X,X,X,X,X,99,11,2572
States,Ohio,2019,50,X,1.37638,X,X,X,X,X,X,269,51,19544
States,Oklahoma,2019,50,X,4.12587,X,X,X,X,X,X,375,26,9089
States,Oregon,2019,50,X,3.60629,X,X,X,X,X,X,1596,96,44256
States,Pennsylvania,2019,50,X,2.18747,X,X,X,X,X,X,1066,123,48732
States,Rhode Island,2019,50,X,1.38131,X,X,X,X,X,X,81,23,5864
States,South Carolina,2019,50,X,5.92551,X,X,X,X,X,X,735,25,12404
States,South Dakota,2019,50,X,1.66225,X,X,X,X,X,X,182,32,10949
States,Tennessee,2019,50,X,6.97474,X,X,X,X,X,X,2999,87,42998
States,Texas,2019,50,X,8.66833,X,X,X,X,X,X,2124,98,24503
States,Utah,2019,50,X,3.37131,X,X,X,X,X,X,654,51,19399
States,Vermont,2019,50,X,1.54067,X,X,X,X,X,X,75,16,4868
States,Virginia,2019,50,X,4.60516,X,X,X,X,X,X,4933,160,107119
States,Washington,2019,50,X,5.7875,X,X,X,X,X,X,1328,55,22946
States,West Virginia,2019,50,X,1.18156,X,X,X,X,X,X,183,51,15488
States,Wisconsin,2019,50,X,2.12439,X,X,X,X,X,X,594,46,27961
States,Wyoming,2019,50,X,2.01407,X,X,X,X,X,X,83,19,4121
States,Commonwealth of the Northern Mariana Islands,2019,50,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,50,X,7.33333,X,X,X,X,X,X,253,9,3450
States,Virgin Islands,2019,50,X,2.57802,X,X,X,X,X,X,19,2,737
States,New York City,2019,50,X,4.12511,X,X,X,X,X,X,4260,72,103270
States,Alabama,2019,51,X,7.0398,X,X,X,X,X,X,3401,99,48311
States,Alaska,2019,51,X,8.38721,X,X,X,X,X,X,467,17,5568
States,Arizona,2019,51,X,2.26194,X,X,X,X,X,X,486,54,21486
States,Arkansas,2019,51,X,4.89784,X,X,X,X,X,X,175,13,3573
States,California,2019,51,X,3.24563,X,X,X,X,X,X,1838,122,56630
States,Colorado,2019,51,X,5.35557,X,X,X,X,X,X,1943,70,36280
States,Connecticut,2019,51,X,3.46694,X,X,X,X,X,X,1377,82,39718
States,Delaware,2019,51,X,1.32353,X,X,X,X,X,X,18,7,1360
States,District of Columbia,2019,51,X,4.49323,X,X,X,X,X,X,700,5,15579
States,Florida,2019,51,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,51,X,9.52441,X,X,X,X,X,X,8335,97,87512
States,Hawaii,2019,51,X,2.99114,X,X,X,X,X,X,81,17,2708
States,Idaho,2019,51,X,2.14815,X,X,X,X,X,X,29,7,1350
States,Illinois,2019,51,X,3.81055,X,X,X,X,X,X,3157,191,82849
States,Indiana,2019,51,X,3.96671,X,X,X,X,X,X,143,26,3605
States,Iowa,2019,51,X,1.53752,X,X,X,X,X,X,100,20,6504
States,Kansas,2019,51,X,4.83238,X,X,X,X,X,X,653,32,13513
States,Kentucky,2019,51,X,6.33296,X,X,X,X,X,X,687,35,10848
States,Louisiana,2019,51,X,7.54562,X,X,X,X,X,X,3684,96,48823
States,Maine,2019,51,X,2.17614,X,X,X,X,X,X,318,55,14613
States,Maryland,2019,51,X,4.425,X,X,X,X,X,X,2306,72,52113
States,Massachusetts,2019,51,X,2.35203,X,X,X,X,X,X,1371,74,58290
States,Michigan,2019,51,X,2.38456,X,X,X,X,X,X,457,81,19165
States,Minnesota,2019,51,X,5.65083,X,X,X,X,X,X,402,20,7114
States,Mississippi,2019,51,X,7.14992,X,X,X,X,X,X,1230,44,17203
States,Missouri,2019,51,X,1.52812,X,X,X,X,X,X,25,14,1636
States,Montana,2019,51,X,1.59242,X,X,X,X,X,X,158,40,9922
States,Nebraska,2019,51,X,6.15027,X,X,X,X,X,X,821,66,13349
States,Nevada,2019,51,X,2.17228,X,X,X,X,X,X,231,28,10634
States,New Hampshire,2019,51,X,1.48248,X,X,X,X,X,X,33,14,2226
States,New Jersey,2019,51,X,4.70145,X,X,X,X,X,X,1474,39,31352
States,New Mexico,2019,51,X,7.11326,X,X,X,X,X,X,1631,48,22929
States,New York,2019,51,X,3.35442,X,X,X,X,X,X,1898,135,56582
States,North Carolina,2019,51,X,3.20983,X,X,X,X,X,X,3350,162,104367
States,North Dakota,2019,51,X,6.80272,X,X,X,X,X,X,240,10,3528
States,Ohio,2019,51,X,1.79909,X,X,X,X,X,X,281,49,15619
States,Oklahoma,2019,51,X,6.50605,X,X,X,X,X,X,586,26,9007
States,Oregon,2019,51,X,4.57256,X,X,X,X,X,X,2024,96,44264
States,Pennsylvania,2019,51,X,2.79847,X,X,X,X,X,X,1281,122,45775
States,Rhode Island,2019,51,X,2.01597,X,X,X,X,X,X,101,21,5010
States,South Carolina,2019,51,X,7.95509,X,X,X,X,X,X,836,24,10509
States,South Dakota,2019,51,X,2.14892,X,X,X,X,X,X,243,30,11308
States,Tennessee,2019,51,X,10.1336,X,X,X,X,X,X,4285,75,42285
States,Texas,2019,51,X,11.7639,X,X,X,X,X,X,2605,93,22144
States,Utah,2019,51,X,4.15254,X,X,X,X,X,X,833,51,20060
States,Vermont,2019,51,X,2.02293,X,X,X,X,X,X,90,16,4449
States,Virginia,2019,51,X,5.86618,X,X,X,X,X,X,6424,163,109509
States,Washington,2019,51,X,7.00911,X,X,X,X,X,X,1516,55,21629
States,West Virginia,2019,51,X,2.71626,X,X,X,X,X,X,417,50,15352
States,Wisconsin,2019,51,X,3.24052,X,X,X,X,X,X,874,49,26971
States,Wyoming,2019,51,X,2.28828,X,X,X,X,X,X,117,22,5113
States,Commonwealth of the Northern Mariana Islands,2019,51,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2019,51,X,9.63993,X,X,X,X,X,X,423,12,4388
States,Virgin Islands,2019,51,X,2.91971,X,X,X,X,X,X,24,3,822
States,New York City,2019,51,X,5.12337,X,X,X,X,X,X,5166,75,100832
States,Alabama,2019,52,X,8.72661,X,X,X,X,X,X,4240,99,48587
States,Alaska,2019,52,X,11.7221,X,X,X,X,X,X,631,17,5383
States,Arizona,2019,52,X,3.61642,X,X,X,X,X,X,511,53,14130
States,Arkansas,2019,52,X,7.87338,X,X,X,X,X,X,194,13,2464
States,California,2019,52,X,4.71066,X,X,X,X,X,X,2031,122,43115
States,Colorado,2019,52,X,7.20011,X,X,X,X,X,X,2569,70,35680
States,Connecticut,2019,52,X,4.81715,X,X,X,X,X,X,2051,82,42577
States,Delaware,2019,52,X,4.06504,X,X,X,X,X,X,30,7,738
States,District of Columbia,2019,52,X,5.74943,X,X,X,X,X,X,603,5,10488
States,Florida,2019,52,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2019,52,X,12.2655,X,X,X,X,X,X,10623,99,86609
States,Hawaii,2019,52,X,3.95236,X,X,X,X,X,X,73,17,1847
States,Idaho,2019,52,X,2.43902,X,X,X,X,X,X,19,7,779
States,Illinois,2019,52,X,5.8033,X,X,X,X,X,X,4746,190,81781
States,Indiana,2019,52,X,6.19243,X,X,X,X,X,X,121,26,1954
States,Iowa,2019,52,X,4.64358,X,X,X,X,X,X,114,18,2455
States,Kansas,2019,52,X,6.8541,X,X,X,X,X,X,824,31,12022
States,Kentucky,2019,52,X,10.2944,X,X,X,X,X,X,1056,38,10258
States,Louisiana,2019,52,X,9.75634,X,X,X,X,X,X,4937,96,50603
States,Maine,2019,52,X,3.25605,X,X,X,X,X,X,448,55,13759
States,Maryland,2019,52,X,6.65804,X,X,X,X,X,X,3343,73,50210
States,Massachusetts,2019,52,X,3.58007,X,X,X,X,X,X,1819,76,50809
States,Michigan,2019,52,X,2.72163,X,X,X,X,X,X,373,80,13705
States,Minnesota,2019,52,X,9.71059,X,X,X,X,X,X,255,20,2626
States,Mississippi,2019,52,X,8.40525,X,X,X,X,X,X,1344,42,15990
States,Missouri,2019,52,X,4.10783,X,X,X,X,X,X,32,14,779
States,Montana,2019,52,X,2.28766,X,X,X,X,X,X,202,41,8830
States,Nebraska,2019,52,X,10.2772,X,X,X,X,X,X,1342,65,13058
States,Nevada,2019,52,X,2.1401,X,X,X,X,X,X,216,32,10093
States,New Hampshire,2019,52,X,2.9595,X,X,X,X,X,X,38,13,1284
States,New Jersey,2019,52,X,7.12834,X,X,X,X,X,X,2279,39,31971
States,New Mexico,2019,52,X,11.6796,X,X,X,X,X,X,3084,48,26405
States,New York,2019,52,X,5.17193,X,X,X,X,X,X,2939,135,56826
States,North Carolina,2019,52,X,4.78693,X,X,X,X,X,X,4865,159,101631
States,North Dakota,2019,52,X,8.46337,X,X,X,X,X,X,320,13,3781
States,Ohio,2019,52,X,2.55951,X,X,X,X,X,X,243,47,9494
States,Oklahoma,2019,52,X,8.59219,X,X,X,X,X,X,816,26,9497
States,Oregon,2019,52,X,5.87664,X,X,X,X,X,X,2543,96,43273
States,Pennsylvania,2019,52,X,3.92625,X,X,X,X,X,X,1761,123,44852
States,Rhode Island,2019,52,X,3.18196,X,X,X,X,X,X,103,23,3237
States,South Carolina,2019,52,X,11.8699,X,X,X,X,X,X,1281,24,10792
States,South Dakota,2019,52,X,2.76218,X,X,X,X,X,X,246,32,8906
States,Tennessee,2019,52,X,14.7676,X,X,X,X,X,X,6712,81,45451
States,Texas,2019,52,X,15.3841,X,X,X,X,X,X,2343,90,15230
States,Utah,2019,52,X,6.63813,X,X,X,X,X,X,1163,51,17520
States,Vermont,2019,52,X,2.67696,X,X,X,X,X,X,104,15,3885
States,Virginia,2019,52,X,8.0129,X,X,X,X,X,X,9140,163,114066
States,Washington,2019,52,X,8.62506,X,X,X,X,X,X,1907,47,22110
States,West Virginia,2019,52,X,4.87242,X,X,X,X,X,X,401,50,8230
States,Wisconsin,2019,52,X,3.8679,X,X,X,X,X,X,985,48,25466
States,Wyoming,2019,52,X,5.25247,X,X,X,X,X,X,181,22,3446
States,Commonwealth of the Northern Mariana Islands,2019,52,X,X,X,X,X,X,X,X,X,X,X
